Player Name,Team,Minutes Played,Player Link,Player State
Drew Fielder,GEORGETOWN,567,https://www.espn.com/mens-college-basketball/player/_/id/5082704/drew-fielder,ID
Jordan Burks,GEORGETOWN,358,https://www.espn.com/mens-college-basketball/player/_/id/5060684/jordan-burks,AL
Caleb Williams,GEORGETOWN,506,https://www.espn.com/mens-college-basketball/player/_/id/5061569/caleb-williams,DC
Curtis Williams Jr.,GEORGETOWN,328,https://www.espn.com/mens-college-basketball/player/_/id/4683782/curtis-williams-jr,MI
Julius Halaifonua,GEORGETOWN,79,https://www.espn.com/mens-college-basketball/player/_/id/5240524/julius-halaifonua,Ne
Drew McKenna,GEORGETOWN,80,https://www.espn.com/mens-college-basketball/player/_/id/5197113/drew-mckenna,MD
Kayvaun Mulready,GEORGETOWN,109,https://www.espn.com/mens-college-basketball/player/_/id/5101668/kayvaun-mulready,MA
Austin Montgomery,GEORGETOWN,17,https://www.espn.com/mens-college-basketball/player/_/id/5105536/austin-montgomery,LA
Hashem Asadallah,GEORGETOWN,5,https://www.espn.com/mens-college-basketball/player/_/id/5175362/hashem-asadallah,Ku
Michael Van Raaphorst,GEORGETOWN,4,https://www.espn.com/mens-college-basketball/player/_/id/5240525/michael-van-raaphorst,NJ
Lance Terry,GEORGIA TECH,811,https://www.espn.com/mens-college-basketball/player/_/id/4432121/lance-terry,GA
Naithan George,GEORGIA TECH,948,https://www.espn.com/mens-college-basketball/player/_/id/5174557/naithan-george,ON
Baye Ndongo,GEORGIA TECH,788,https://www.espn.com/mens-college-basketball/player/_/id/5142356/baye-ndongo,Se
Javian McCollum,GEORGIA TECH,532,https://www.espn.com/mens-college-basketball/player/_/id/4898267/javian-mccollum,FL
Duncan Powell,GEORGIA TECH,715,https://www.espn.com/mens-college-basketball/player/_/id/4565204/duncan-powell,TX
Kowacie Reeves Jr.,GEORGIA TECH,143,https://www.espn.com/mens-college-basketball/player/_/id/4683757/kowacie-reeves-jr,GA
Jaeden Mustaf,GEORGIA TECH,455,https://www.espn.com/mens-college-basketball/player/_/id/5060730/jaeden-mustaf,MD
Luke O'Brien,GEORGIA TECH,212,https://www.espn.com/mens-college-basketball/player/_/id/4702380/luke-obrien,CO
Doryan Onwuchekwa,GEORGIA TECH,182,https://www.espn.com/mens-college-basketball/player/_/id/4873179/doryan-onwuchekwa,TX
Ibrahim Souare,GEORGIA TECH,428,https://www.espn.com/mens-college-basketball/player/_/id/5174559/ibrahim-souare,Gu
Ryan Mutombo,GEORGIA TECH,143,https://www.espn.com/mens-college-basketball/player/_/id/4683739/ryan-mutombo,GA
Marcos San Miguel,GEORGIA TECH,4,https://www.espn.com/mens-college-basketball/player/_/id/5174560/marcos-san-miguel,GA
Darrion Sutton,GEORGIA TECH,133,https://www.espn.com/mens-college-basketball/player/_/id/5144381/darrion-sutton,MO
Emmer Nichols,GEORGIA TECH,7,https://www.espn.com/mens-college-basketball/player/_/id/5105434/emmer-nichols,CA
Asa Newell,GEORGIA,777,https://www.espn.com/mens-college-basketball/player/_/id/4873201/asa-newell,FL
Silas Demary Jr.,GEORGIA,837,https://www.espn.com/mens-college-basketball/player/_/id/5054083/silas-demary-jr,NC
Dakota Leffew,GEORGIA,670,https://www.espn.com/mens-college-basketball/player/_/id/4703167/dakota-leffew,GA
Blue Cain,GEORGIA,721,https://www.espn.com/mens-college-basketball/player/_/id/5174661/blue-cain,TN
Tyrin Lawrence,GEORGIA,605,https://www.espn.com/mens-college-basketball/player/_/id/4702530/tyrin-lawrence,GA
RJ Godfrey,GEORGIA,555,https://www.espn.com/mens-college-basketball/player/_/id/5105449/rj-godfrey,GA
De'Shayne Montgomery,GEORGIA,260,https://www.espn.com/mens-college-basketball/player/_/id/5177122/deshayne-montgomery,FL
Somto Cyril,GEORGIA,393,https://www.espn.com/mens-college-basketball/player/_/id/5238203/somto-cyril,Ni
Dylan James,GEORGIA,317,https://www.espn.com/mens-college-basketball/player/_/id/4895794/dylan-james,FL
Savo Drezgic,GEORGIA,54,https://www.espn.com/mens-college-basketball/player/_/id/5238202/savo-drezgic,Se
Justin Abson,GEORGIA,197,https://www.espn.com/mens-college-basketball/player/_/id/5238204/justin-abson,FL
Jaden Newell,GEORGIA,7,https://www.espn.com/mens-college-basketball/player/_/id/5105532/jaden-newell,FL
Brandon Klatsky,GEORGIA,7,https://www.espn.com/mens-college-basketball/player/_/id/5105530/brandon-klatsky,NJ
L.J. Cryer,HOUSTON,868,https://www.espn.com/mens-college-basketball/player/_/id/4433149/lj-cryer,TX
Emanuel Sharp,HOUSTON,618,https://www.espn.com/mens-college-basketball/player/_/id/5106058/emanuel-sharp,FL
J'Wan Roberts,HOUSTON,802,https://www.espn.com/mens-college-basketball/player/_/id/4433068/jwan-roberts,Vi
Milos Uzan,HOUSTON,843,https://www.espn.com/mens-college-basketball/player/_/id/5106272/milos-uzan,NV
Terrance Arceneaux,HOUSTON,597,https://www.espn.com/mens-college-basketball/player/_/id/5106059/terrance-arceneaux,TX
Mylik Wilson,HOUSTON,439,https://www.espn.com/mens-college-basketball/player/_/id/4432902/mylik-wilson,LA
Joseph Tugler,HOUSTON,582,https://www.espn.com/mens-college-basketball/player/_/id/5060700/joseph-tugler,LA
Ja'Vier Francis,HOUSTON,379,https://www.espn.com/mens-college-basketball/player/_/id/4684301/javier-francis,LA
Mercy Miller,HOUSTON,157,https://www.espn.com/mens-college-basketball/player/_/id/4873086/mercy-miller,CA
Ramon Walker Jr.,HOUSTON,90,https://www.espn.com/mens-college-basketball/player/_/id/4708176/ramon-walker-jr,TX
Kordelius Jefferson,HOUSTON,47,https://www.espn.com/mens-college-basketball/player/_/id/5070506/kordelius-jefferson,MS
Cedric Lath,HOUSTON,102,https://www.espn.com/mens-college-basketball/player/_/id/5117524/cedric-lath,Iv
Kasparas Jakucionis,ILLINOIS,810,https://www.espn.com/mens-college-basketball/player/_/id/5214640/kasparas-jakucionis,Li
Tomislav Ivisic,ILLINOIS,671,https://www.espn.com/mens-college-basketball/player/_/id/5214642/tomislav-ivisic,Cr
Will Riley,ILLINOIS,662,https://www.espn.com/mens-college-basketball/player/_/id/5144126/will-riley,ON
Kylan Boswell,ILLINOIS,832,https://www.espn.com/mens-college-basketball/player/_/id/4684269/kylan-boswell,IL
Tre White,ILLINOIS,554,https://www.espn.com/mens-college-basketball/player/_/id/5105643/tre-white,TX
Ben Humrichous,ILLINOIS,774,https://www.espn.com/mens-college-basketball/player/_/id/5177736/ben-humrichous,IN
Dra Gibbs-Lawhorn,ILLINOIS,472,https://www.espn.com/mens-college-basketball/player/_/id/4711259/dra-gibbs-lawhorn,IN
Morez Johnson Jr.,ILLINOIS,462,https://www.espn.com/mens-college-basketball/player/_/id/4873153/morez-johnson-jr,IL
Jake Davis,ILLINOIS,262,https://www.espn.com/mens-college-basketball/player/_/id/5176150/jake-davis,IN
Carey Booth,ILLINOIS,106,https://www.espn.com/mens-college-basketball/player/_/id/5037880/carey-booth,CO
Keaton Kutcher,ILLINOIS,20,https://www.espn.com/mens-college-basketball/player/_/id/4897255/keaton-kutcher,IA
AJ Redd,ILLINOIS,23,https://www.espn.com/mens-college-basketball/player/_/id/5121952/aj-redd,IL
Oumar Ballo,INDIANA,748,https://www.espn.com/mens-college-basketball/player/_/id/4594109/oumar-ballo,Ma
Mackenzie Mgbako,INDIANA,670,https://www.espn.com/mens-college-basketball/player/_/id/4683779/mackenzie-mgbako,NJ
Malik Reneau,INDIANA,482,https://www.espn.com/mens-college-basketball/player/_/id/5105798/malik-reneau,FL
Myles Rice,INDIANA,726,https://www.espn.com/mens-college-basketball/player/_/id/4709133/myles-rice,SC
Luke Goode,INDIANA,662,https://www.espn.com/mens-college-basketball/player/_/id/4683743/luke-goode,IN
Trey Galloway,INDIANA,698,https://www.espn.com/mens-college-basketball/player/_/id/4432315/trey-galloway,IN
Bryson Tucker,INDIANA,381,https://www.espn.com/mens-college-basketball/player/_/id/4873180/bryson-tucker,MD
Kanaan Carlyle,INDIANA,346,https://www.espn.com/mens-college-basketball/player/_/id/4683761/kanaan-carlyle,GA
Anthony Leal,INDIANA,354,https://www.espn.com/mens-college-basketball/player/_/id/4574701/anthony-leal,IN
Langdon Hatton,INDIANA,114,https://www.espn.com/mens-college-basketball/player/_/id/4897719/langdon-hatton,IN
Jakai Newton,INDIANA,18,https://www.espn.com/mens-college-basketball/player/_/id/4895743/jakai-newton,GA
Gabe Cupps,INDIANA,25,https://www.espn.com/mens-college-basketball/player/_/id/4845387/gabe-cupps,OH
Jordan Rayford,INDIANA,1,https://www.espn.com/mens-college-basketball/player/_/id/5113383/jordan-rayford,DC
Curtis Jones,IOWA STATE,795,https://www.espn.com/mens-college-basketball/player/_/id/4898369/curtis-jones,MN
Keshon Gilbert,IOWA STATE,839,https://www.espn.com/mens-college-basketball/player/_/id/4585618/keshon-gilbert,MO
Joshua Jefferson,IOWA STATE,775,https://www.espn.com/mens-college-basketball/player/_/id/4870564/joshua-jefferson,NV
Milan Momcilovic,IOWA STATE,510,https://www.espn.com/mens-college-basketball/player/_/id/4848637/milan-momcilovic,WI
Tamin Lipsey,IOWA STATE,819,https://www.espn.com/mens-college-basketball/player/_/id/5106254/tamin-lipsey,IA
Dishon Jackson,IOWA STATE,504,https://www.espn.com/mens-college-basketball/player/_/id/4432926/dishon-jackson,CA
Nate Heise,IOWA STATE,516,https://www.espn.com/mens-college-basketball/player/_/id/4703912/nate-heise,MN
Brandton Chatfield,IOWA STATE,391,https://www.espn.com/mens-college-basketball/player/_/id/4592671/brandton-chatfield,ID
Nojus Indrusaitis,IOWA STATE,85,https://www.espn.com/mens-college-basketball/player/_/id/5101664/nojus-indrusaitis,IL
Demarion Watson,IOWA STATE,145,https://www.espn.com/mens-college-basketball/player/_/id/5106255/demarion-watson,MN
JT Rock,IOWA STATE,20,https://www.espn.com/mens-college-basketball/player/_/id/5061598/jt-rock,SD
Kayden Fish,IOWA STATE,18,https://www.espn.com/mens-college-basketball/player/_/id/5103584/kayden-fish,MO
Cade Kelderman,IOWA STATE,33,https://www.espn.com/mens-college-basketball/player/_/id/5175036/cade-kelderman,IA
Conrad Hawley,IOWA STATE,1,https://www.espn.com/mens-college-basketball/player/_/id/5106256/conrad-hawley,MO
Payton Sandfort,IOWA,848,https://www.espn.com/mens-college-basketball/player/_/id/4697270/payton-sandfort,IA
Owen Freeman,IOWA,502,https://www.espn.com/mens-college-basketball/player/_/id/4894465/owen-freeman,IL
Josh Dix,IOWA,826,https://www.espn.com/mens-college-basketball/player/_/id/5105800/josh-dix,IA
Drew Thelwell,IOWA,603,https://www.espn.com/mens-college-basketball/player/_/id/4703260/drew-thelwell,FL
Brock Harding,IOWA,682,https://www.espn.com/mens-college-basketball/player/_/id/5103589/brock-harding,IL
Pryce Sandfort,IOWA,596,https://www.espn.com/mens-college-basketball/player/_/id/4858604/pryce-sandfort,IA
Seydou Traore,IOWA,346,https://www.espn.com/mens-college-basketball/player/_/id/5177114/seydou-traore,NY
Cooper Koch,IOWA,136,https://www.espn.com/mens-college-basketball/player/_/id/4873203/cooper-koch,IL
Ladji Dembele,IOWA,422,https://www.espn.com/mens-college-basketball/player/_/id/5117582/ladji-dembele,NJ
Riley Mulvey,IOWA,126,https://www.espn.com/mens-college-basketball/player/_/id/4685004/riley-mulvey,NY
Even Brauns,IOWA,133,https://www.espn.com/mens-college-basketball/player/_/id/4703219/even-brauns,IA
Chris Tadjo,IOWA,51,https://www.espn.com/mens-college-basketball/player/_/id/5183810/chris-tadjo,PQ
Jacob Koch,IOWA,20,https://www.espn.com/mens-college-basketball/player/_/id/5239551/jacob-koch,IA
Carter Kingsbury,IOWA,133,https://www.espn.com/mens-college-basketball/player/_/id/4897421/carter-kingsbury,NE
David N'Guessan,KANSAS STATE,763,https://www.espn.com/mens-college-basketball/player/_/id/4701984/david-nguessan,Ne
Brendan Hausen,KANSAS STATE,722,https://www.espn.com/mens-college-basketball/player/_/id/5105589/brendan-hausen,TX
Dug McDaniel,KANSAS STATE,778,https://www.espn.com/mens-college-basketball/player/_/id/5105805/dug-mcdaniel,DC
Coleman Hawkins,KANSAS STATE,865,https://www.espn.com/mens-college-basketball/player/_/id/4432976/coleman-hawkins,CA
Max Jones,KANSAS STATE,763,https://www.espn.com/mens-college-basketball/player/_/id/5108104/max-jones,FL
Achor Achor,KANSAS STATE,93,https://www.espn.com/mens-college-basketball/player/_/id/5107364/achor-achor,VI
Macaleab Rich,KANSAS STATE,135,https://www.espn.com/mens-college-basketball/player/_/id/5103628/macaleab-rich,IL
C.J. Jones,KANSAS STATE,496,https://www.espn.com/mens-college-basketball/player/_/id/5107878/cj-jones,IL
Ugonna Onyenso,KANSAS STATE,174,https://www.espn.com/mens-college-basketball/player/_/id/5037878/ugonna-onyenso,Ni
Baye Fall,KANSAS STATE,25,https://www.espn.com/mens-college-basketball/player/_/id/4683770/baye-fall,Se
David Castillo,KANSAS STATE,249,https://www.espn.com/mens-college-basketball/player/_/id/4869768/david-castillo,OK
Mobi Ikegwuruka,KANSAS STATE,138,https://www.espn.com/mens-college-basketball/player/_/id/5240263/mobi-ikegwuruka,Ir
Taj Manning,KANSAS STATE,16,https://www.espn.com/mens-college-basketball/player/_/id/5106266/taj-manning,MO
Spencer Bain,KANSAS STATE,8,https://www.espn.com/mens-college-basketball/player/_/id/4706613/spencer-bain,KS
Hunter Dickinson,KANSAS,798,https://www.espn.com/mens-college-basketball/player/_/id/4432180/hunter-dickinson,VA
Zeke Mayo,KANSAS,841,https://www.espn.com/mens-college-basketball/player/_/id/4897251/zeke-mayo,KS
Dajuan Harris Jr.,KANSAS,827,https://www.espn.com/mens-college-basketball/player/_/id/4431983/dajuan-harris-jr,MO
KJ Adams Jr.,KANSAS,688,https://www.espn.com/mens-college-basketball/player/_/id/4433259/kj-adams-jr,TX
Rylan Griffen,KANSAS,508,https://www.espn.com/mens-college-basketball/player/_/id/4683682/rylan-griffen,TX
Flory Bidunga,KANSAS,455,https://www.espn.com/mens-college-basketball/player/_/id/5044426/flory-bidunga,Co
AJ Storr,KANSAS,442,https://www.espn.com/mens-college-basketball/player/_/id/5105603/aj-storr,IL
David Coit,KANSAS,412,https://www.espn.com/mens-college-basketball/player/_/id/5108023/david-coit,NJ
Shakeel Moore,KANSAS,274,https://www.espn.com/mens-college-basketball/player/_/id/4602027/shakeel-moore,NC
Wilder Evers,KANSAS,15,https://www.espn.com/mens-college-basketball/player/_/id/5106260/wilder-evers,AL
Zach Clemence,KANSAS,42,https://www.espn.com/mens-college-basketball/player/_/id/4683146/zach-clemence,TX
Dillon Wilhite,KANSAS,15,https://www.espn.com/mens-college-basketball/player/_/id/4897491/dillon-wilhite,CA
Justin Cross,KANSAS,9,https://www.espn.com/mens-college-basketball/player/_/id/5175889/justin-cross,IL
Rakease Passmore,KANSAS,107,https://www.espn.com/mens-college-basketball/player/_/id/5101661/rakease-passmore,FL
Patrick Cassidy,KANSAS,11,https://www.espn.com/mens-college-basketball/player/_/id/5175890/patrick-cassidy,KS
Will Thengvall,KANSAS,5,https://www.espn.com/mens-college-basketball/player/_/id/5240262/will-thengvall,KS
Otega Oweh,KENTUCKY,764,https://www.espn.com/mens-college-basketball/player/_/id/5106270/otega-oweh,NJ
Jaxson Robinson,KENTUCKY,661,https://www.espn.com/mens-college-basketball/player/_/id/4702528/jaxson-robinson,OK
Lamont Butler,KENTUCKY,499,https://www.espn.com/mens-college-basketball/player/_/id/4433183/lamont-butler,CA
Amari Williams,KENTUCKY,598,https://www.espn.com/mens-college-basketball/player/_/id/4702745/amari-williams,En
Koby Brea,KENTUCKY,699,https://www.espn.com/mens-college-basketball/player/_/id/4591259/koby-brea,NY
Andrew Carr,KENTUCKY,606,https://www.espn.com/mens-college-basketball/player/_/id/4702743/andrew-carr,PA
Ansley Almonor,KENTUCKY,427,https://www.espn.com/mens-college-basketball/player/_/id/4897995/ansley-almonor,NY
Brandon Garrison,KENTUCKY,451,https://www.espn.com/mens-college-basketball/player/_/id/4711306/brandon-garrison,OK
Kerr Kriisa,KENTUCKY,156,https://www.espn.com/mens-college-basketball/player/_/id/4683633/kerr-kriisa,Es
Trent Noah,KENTUCKY,161,https://www.espn.com/mens-college-basketball/player/_/id/5175592/trent-noah,KY
Travis Perry,KENTUCKY,225,https://www.espn.com/mens-college-basketball/player/_/id/4873100/travis-perry,KY
Collin Chandler,KENTUCKY,175,https://www.espn.com/mens-college-basketball/player/_/id/5238207/collin-chandler,UT
Walker Horn,KENTUCKY,3,https://www.espn.com/mens-college-basketball/player/_/id/5105283/walker-horn,TX
Chucky Hepburn,LOUISVILLE,877,https://www.espn.com/mens-college-basketball/player/_/id/4590360/chucky-hepburn,NE
Terrence Edwards Jr.,LOUISVILLE,856,https://www.espn.com/mens-college-basketball/player/_/id/4702766/terrence-edwards-jr,GA
Reyne Smith,LOUISVILLE,851,https://www.espn.com/mens-college-basketball/player/_/id/4896994/reyne-smith,TA
J'Vonne Hadley,LOUISVILLE,872,https://www.espn.com/mens-college-basketball/player/_/id/4702784/jvonne-hadley,MN
Kasean Pryor,LOUISVILLE,164,https://www.espn.com/mens-college-basketball/player/_/id/4589481/kasean-pryor,IL
James Scott,LOUISVILLE,608,https://www.espn.com/mens-college-basketball/player/_/id/5102798/james-scott,NC
Noah Waterman,LOUISVILLE,455,https://www.espn.com/mens-college-basketball/player/_/id/4593355/noah-waterman,NY
Aboubacar Traore,LOUISVILLE,239,https://www.espn.com/mens-college-basketball/player/_/id/4897670/aboubacar-traore,Iv
Khani Rooths,LOUISVILLE,360,https://www.espn.com/mens-college-basketball/player/_/id/4873187/khani-rooths,DC
Koren Johnson,LOUISVILLE,39,https://www.espn.com/mens-college-basketball/player/_/id/5105649/koren-johnson,WA
Frank Anselem-Ibe,LOUISVILLE,70,https://www.espn.com/mens-college-basketball/player/_/id/4701842/frank-anselem-ibe,Ni
Patrick Antonelli,LOUISVILLE,8,https://www.espn.com/mens-college-basketball/player/_/id/4901675/patrick-antonelli,SC
Aidan McCool,LOUISVILLE,9,https://www.espn.com/mens-college-basketball/player/_/id/4702228/aidan-mccool,SC
Spencer Legg,LOUISVILLE,6,https://www.espn.com/mens-college-basketball/player/_/id/5105765/spencer-legg,DC
Cole Sherman,LOUISVILLE,10,https://www.espn.com/mens-college-basketball/player/_/id/5106779/cole-sherman,KY
Kam Jones,MARQUETTE,885,https://www.espn.com/mens-college-basketball/player/_/id/4697268/kam-jones,TN
David Joplin,MARQUETTE,850,https://www.espn.com/mens-college-basketball/player/_/id/4684306/david-joplin,WI
Chase Ross,MARQUETTE,814,https://www.espn.com/mens-college-basketball/player/_/id/5105598/chase-ross,TX
Stevie Mitchell,MARQUETTE,708,https://www.espn.com/mens-college-basketball/player/_/id/4683840/stevie-mitchell,PA
Ben Gold,MARQUETTE,675,https://www.espn.com/mens-college-basketball/player/_/id/5105599/ben-gold,Ne
Royce Parham,MARQUETTE,400,https://www.espn.com/mens-college-basketball/player/_/id/5101676/royce-parham,PA
Zaide Lowery,MARQUETTE,366,https://www.espn.com/mens-college-basketball/player/_/id/4895750/zaide-lowery,MO
Damarius Owens,MARQUETTE,253,https://www.espn.com/mens-college-basketball/player/_/id/5061595/damarius-owens,NY
Tre Norman,MARQUETTE,275,https://www.espn.com/mens-college-basketball/player/_/id/4895745/tre-norman,MA
Caedin Hamilton,MARQUETTE,166,https://www.espn.com/mens-college-basketball/player/_/id/5175364/caedin-hamilton,CA
Cameron Brown,MARQUETTE,6,https://www.espn.com/mens-college-basketball/player/_/id/4897414/cameron-brown,TX
Jack Anderson,MARQUETTE,9,https://www.espn.com/mens-college-basketball/player/_/id/4904830/jack-anderson,FL
Jake Ciardo,MARQUETTE,6,https://www.espn.com/mens-college-basketball/player/_/id/5119398/jake-ciardo,WI
Jonah Lucas,MARQUETTE,5,https://www.espn.com/mens-college-basketball/player/_/id/5105602/jonah-lucas,IN
Casey O'Malley,MARQUETTE,6,https://www.espn.com/mens-college-basketball/player/_/id/5175365/casey-omalley,NE
Derik Queen,MARYLAND,799,https://www.espn.com/mens-college-basketball/player/_/id/4869780/derik-queen,MD
Ja'Kobi Gillespie,MARYLAND,833,https://www.espn.com/mens-college-basketball/player/_/id/5107968/jakobi-gillespie,TN
Julian Reese,MARYLAND,750,https://www.espn.com/mens-college-basketball/player/_/id/4683742/julian-reese,MD
Rodney Rice,MARYLAND,803,https://www.espn.com/mens-college-basketball/player/_/id/4684634/rodney-rice,MD
Selton Miguel,MARYLAND,757,https://www.espn.com/mens-college-basketball/player/_/id/4433187/selton-miguel,An
Tafara Gapare,MARYLAND,306,https://www.espn.com/mens-college-basketball/player/_/id/5106034/tafara-gapare,Ne
DeShawn Harris-Smith,MARYLAND,426,https://www.espn.com/mens-college-basketball/player/_/id/4848622/deshawn-harris-smith,VA
Braden Pierce,MARYLAND,36,https://www.espn.com/mens-college-basketball/player/_/id/5142360/braden-pierce,GA
Jay Young,MARYLAND,309,https://www.espn.com/mens-college-basketball/player/_/id/5106644/jay-young,TX
Jordan Geronimo,MARYLAND,172,https://www.espn.com/mens-college-basketball/player/_/id/4432512/jordan-geronimo,NJ
Malachi Palmer,MARYLAND,168,https://www.espn.com/mens-college-basketball/player/_/id/5239554/malachi-palmer,PA
Chance Stephens,MARYLAND,36,https://www.espn.com/mens-college-basketball/player/_/id/5105459/chance-stephens,CA
Ben Murphy,MARYLAND,17,https://www.espn.com/mens-college-basketball/player/_/id/5181258/ben-murphy,MD
Lukas Sotell,MARYLAND,12,https://www.espn.com/mens-college-basketball/player/_/id/5181259/lukas-sotell,CT
PJ Haggerty,MEMPHIS,954,https://www.espn.com/mens-college-basketball/player/_/id/5106275/pj-haggerty,TX
Tyrese Hunter,MEMPHIS,869,https://www.espn.com/mens-college-basketball/player/_/id/4683751/tyrese-hunter,WI
Dain Dainja,MEMPHIS,650,https://www.espn.com/mens-college-basketball/player/_/id/4432189/dain-dainja,MN
Colby Rogers,MEMPHIS,794,https://www.espn.com/mens-college-basketball/player/_/id/4592921/colby-rogers,GA
Nicholas Jourdain,MEMPHIS,698,https://www.espn.com/mens-college-basketball/player/_/id/4701221/nicholas-jourdain,NJ
Moussa Cisse,MEMPHIS,477,https://www.espn.com/mens-college-basketball/player/_/id/4701208/moussa-cisse,Gu
PJ Carter,MEMPHIS,376,https://www.espn.com/mens-college-basketball/player/_/id/4702000/pj-carter,GA
Dante Harris,MEMPHIS,164,https://www.espn.com/mens-college-basketball/player/_/id/4596531/dante-harris,
Baraka Okojie,MEMPHIS,229,https://www.espn.com/mens-college-basketball/player/_/id/5174594/baraka-okojie,ON
Damarien Yates,MEMPHIS,22,https://www.espn.com/mens-college-basketball/player/_/id/5240279/damarien-yates,TN
Jared Harris,MEMPHIS,43,https://www.espn.com/mens-college-basketball/player/_/id/5060710/jared-harris,TX
Matthew Cleveland,MIAMI,772,https://www.espn.com/mens-college-basketball/player/_/id/4897007/matthew-cleveland,GA
Nijel Pack,MIAMI,279,https://www.espn.com/mens-college-basketball/player/_/id/4576062/nijel-pack,IN
Lynn Kidd,MIAMI,752,https://www.espn.com/mens-college-basketball/player/_/id/4701224/lynn-kidd,FL
Brandon Johnson,MIAMI,801,https://www.espn.com/mens-college-basketball/player/_/id/4897055/brandon-johnson,NC
A.J. Staton-McCray,MIAMI,578,https://www.espn.com/mens-college-basketball/player/_/id/4703837/aj-staton-mccray,FL
Jalen Blackmon,MIAMI,363,https://www.espn.com/mens-college-basketball/player/_/id/4683853/jalen-blackmon,IN
Jalil Bethea,MIAMI,492,https://www.espn.com/mens-college-basketball/player/_/id/5101656/jalil-bethea,PA
Paul Djobet,MIAMI,417,https://www.espn.com/mens-college-basketball/player/_/id/5095063/paul-djobet,Fr
Divine Ugochukwu,MIAMI,447,https://www.espn.com/mens-college-basketball/player/_/id/5060733/divine-ugochukwu,TX
Austin Swartz,MIAMI,422,https://www.espn.com/mens-college-basketball/player/_/id/5144380/austin-swartz,NC
Kiree Huie,MIAMI,69,https://www.espn.com/mens-college-basketball/player/_/id/5176321/kiree-huie,GA
Isaiah Johnson-Arigu,MIAMI,43,https://www.espn.com/mens-college-basketball/player/_/id/5171688/isaiah-johnson-arigu,MN
Yussif Basa-Ama,MIAMI,14,https://www.espn.com/mens-college-basketball/player/_/id/4898247/yussif-basa-ama,Gh
Jaden Akins,MICHIGAN STATE,710,https://www.espn.com/mens-college-basketball/player/_/id/4683730/jaden-akins,MI
Jase Richardson,MICHIGAN STATE,609,https://www.espn.com/mens-college-basketball/player/_/id/5239561/jase-richardson,CO
Tre Holloman,MICHIGAN STATE,623,https://www.espn.com/mens-college-basketball/player/_/id/5105816/tre-holloman,MN
Coen Carr,MICHIGAN STATE,550,https://www.espn.com/mens-college-basketball/player/_/id/4872740/coen-carr,GA
Jaxon Kohler,MICHIGAN STATE,548,https://www.espn.com/mens-college-basketball/player/_/id/5105815/jaxon-kohler,UT
Frankie Fidler,MICHIGAN STATE,465,https://www.espn.com/mens-college-basketball/player/_/id/4897263/frankie-fidler,NE
Jeremy Fears Jr.,MICHIGAN STATE,607,https://www.espn.com/mens-college-basketball/player/_/id/4711255/jeremy-fears-jr,IL
Xavier Booker,MICHIGAN STATE,380,https://www.espn.com/mens-college-basketball/player/_/id/4711304/xavier-booker,IN
Carson Cooper,MICHIGAN STATE,439,https://www.espn.com/mens-college-basketball/player/_/id/5105817/carson-cooper,MI
Szymon Zapala,MICHIGAN STATE,406,https://www.espn.com/mens-college-basketball/player/_/id/4701993/szymon-zapala,Po
Nick Sanders,MICHIGAN STATE,12,https://www.espn.com/mens-college-basketball/player/_/id/5105818/nick-sanders,MI
Gehrig Normand,MICHIGAN STATE,24,https://www.espn.com/mens-college-basketball/player/_/id/5086370/gehrig-normand,TX
Kur Teng,MICHIGAN STATE,51,https://www.espn.com/mens-college-basketball/player/_/id/4873111/kur-teng,NH
Vladislav Goldin,MICHIGAN,678,https://www.espn.com/mens-college-basketball/player/_/id/4700818/vladislav-goldin,Ru
Danny Wolf,MICHIGAN,776,https://www.espn.com/mens-college-basketball/player/_/id/5107173/danny-wolf,IL
Tre Donaldson,MICHIGAN,803,https://www.espn.com/mens-college-basketball/player/_/id/4837356/tre-donaldson,FL
Roddy Gayle Jr.,MICHIGAN,688,https://www.espn.com/mens-college-basketball/player/_/id/5105836/roddy-gayle-jr,NY
Nimari Burnett,MICHIGAN,693,https://www.espn.com/mens-college-basketball/player/_/id/4433138/nimari-burnett,IL
Will Tschetter,MICHIGAN,393,https://www.espn.com/mens-college-basketball/player/_/id/4684596/will-tschetter,MN
Sam Walters,MICHIGAN,291,https://www.espn.com/mens-college-basketball/player/_/id/4683781/sam-walters,FL
L.J. Cason,MICHIGAN,183,https://www.espn.com/mens-college-basketball/player/_/id/5214641/lj-cason,FL
Rubin Jones,MICHIGAN,501,https://www.espn.com/mens-college-basketball/player/_/id/4432430/rubin-jones,TX
Justin Pippen,MICHIGAN,158,https://www.espn.com/mens-college-basketball/player/_/id/5196370/justin-pippen,CA
Harrison Hochberg,MICHIGAN,7,https://www.espn.com/mens-college-basketball/player/_/id/5174787/harrison-hochberg,NY
Phat Phat Brooks,MICHIGAN,42,https://www.espn.com/mens-college-basketball/player/_/id/5239560/phat-phat-brooks,MI
Jace Howard,MICHIGAN,20,https://www.espn.com/mens-college-basketball/player/_/id/4611541/jace-howard,FL
Ian Burns,MICHIGAN,7,https://www.espn.com/mens-college-basketball/player/_/id/4897424/ian-burns,IL
Charlie May,MICHIGAN,5,https://www.espn.com/mens-college-basketball/player/_/id/5106648/charlie-may,FL
Howard Eisley Jr.,MICHIGAN,4,https://www.espn.com/mens-college-basketball/player/_/id/5239559/howard-eisley-jr,NY
